1
1000
950
0;0;375.166
0;1;950.764
0;2;732.262
0;4;156.863
0;5;156.839
0;6;59.026
0;7;866.310
0;8;601.514
0;9;708.365
0;10;21.564
0;11;969.940
0;12;832.610
0;13;213.127
0;14;182.643
0;15;184.221
0;16;304.938
0;17;525.232
0;18;432.513
0;19;291.938
0;20;612.241
0;21;140.354
0;22;292.853
0;23;366.995
0;25;785.391
0;26;200.474
0;27;514.720
0;28;592.822
0;29;47.404
0;30;607.937
0;31;171.354
0;32;65.987
0;34;965.666
0;35;808.589
0;36;305.309
0;37;98.574
0;38;684.549
0;39;440.712
0;40;122.916
0;41;495.682
0;42;35.354
0;43;909.411
0;44;259.521
0;45;662.860
0;46;312.399
0;48;547.164
0;49;185.670
0;50;969.615
0;51;775.358
0;52;939.559
0;53;894.933
0;54;598.302
0;55;921.952
0;57;196.787
0;58;46.182
0;59;326.005
0;60;389.289
0;61;272.078
0;62;828.909
0;63;357.397
0;64;281.654
0;65;543.153
0;66;141.783
0;67;802.395
0;68;75.476
0;69;986.900
0;70;772.473
0;71;199.517
0;72;6.517
0;73;815.646
0;74;707.150
0;75;729.278
0;76;771.499
0;77;74.971
0;78;359.107
0;79;116.753
0;80;863.240
0;81;623.675
0;82;331.567
0;83;64.495
0;84;311.671
0;85;325.858
0;86;729.877
0;87;637.920
0;88;887.326
0;89;472.743
0;90;120.475
0;91;713.532
0;92;761.024
0;93;561.716
0;94;771.196
0;95;494.302
0;96;523.210
0;97;428.113
0;98;26.394
0;99;108.784
0;100;32.398
0;101;636.774
0;102;315.042
0;103;509.062
0;105;250.043
0;106;410.973
0;107;755.796
0;108;229.569
0;109;77.903
0;110;290.462
0;111;162.060
0;112;929.768
0;113;808.312
0;114;633.770
0;115;871.589
0;116;803.868
0;117;187.383
0;118;892.666
0;119;539.803
0;120;807.633
0;121;896.195
0;122;318.685
0;123;110.942
0;124;228.707
0;125;427.681
0;126;818.197
0;128;7.945
0;129;511.237
0;130;417.994
0;131;222.886
0;132;120.746
0;134;942.967
0;135;323.880
0;136;519.272
0;137;703.316
0;138;364.266
0;139;971.810
0;140;962.485
0;141;252.531
0;142;497.751
0;143;301.577
0;144;285.556
0;145;37.850
0;146;609.955
0;148;52.427
0;149;279.368
0;150;908.358
0;151;240.322
0;152;145.750
0;153;489.963
0;155;242.813
0;156;672.463
0;157;761.858
0;158;238.400
0;159;728.488
0;160;368.415
0;161;632.674
0;162;633.896
0;163;536.239
0;164;91.199
0;165;835.467
0;166;321.459
0;167;187.332
0;168;41.734
0;169;591.302
0;170;677.887
0;171;17.571
0;172;512.581
0;173;227.269
0;174;645.528
0;175;175.192
0;177;387.349
0;178;936.793
0;180;341.725
0;182;924.769
0;183;877.462
0;184;258.684
0;185;660.324
0;186;817.405
0;187;555.646
0;188;530.121
0;190;94.010
0;191;897.319
0;192;900.518
0;193;633.468
0;194;339.691
0;195;349.860
0;196;726.230
0;197;897.213
0;198;887.199
0;199;780.096
0;200;642.390
0;201;85.056
0;202;162.467
0;203;898.656
0;204;606.823
0;205;10.188
0;206;102.370
0;207;663.838
0;208;6.057
0;209;161.647
0;210;549.185
0;211;692.203
0;212;652.309
0;213;225.045
0;214;712.467
0;215;238.012
0;216;326.074
0;217;746.745
0;218;649.983
0;219;849.374
0;220;657.955
0;221;568.740
0;222;94.581
0;223;368.348
0;224;265.937
0;225;244.746
0;226;973.038
0;227;393.705
0;228;892.155
0;229;631.507
0;230;795.016
0;231;503.134
0;232;577.327
0;233;493.025
0;234;196.048
0;235;722.730
0;236;281.492
0;237;25.292
0;238;645.827
0;239;177.934
0;240;940.518
0;241;953.975
0;242;914.950
0;244;16.441
0;245;928.390
0;246;428.756
0;247;966.688
0;248;963.656
0;249;853.156
0;250;295.154
0;252;851.286
0;253;317.605
0;254;170.323
0;256;936.219
0;257;696.334
0;258;570.491
0;260;615.392
0;261;990.064
0;262;140.944
0;263;518.811
0;264;877.496
0;265;741.028
0;266;697.319
0;267;702.782
0;268;360.132
0;269;294.298
0;270;809.552
0;271;810.303
0;272;867.205
0;273;913.327
0;274;511.831
0;275;502.015
0;276;798.497
0;277;650.314
0;278;702.265
0;280;890.115
0;281;338.657
0;283;94.888
0;284;578.702
0;285;36.906
0;286;466.132
0;287;543.102
0;288;287.255
0;289;591.242
0;290;31.470
0;291;38.311
0;292;822.778
0;293;360.830
0;294;127.933
0;295;522.721
0;296;770.224
0;297;216.605
0;298;623.268
0;299;86.262
0;300;52.630
0;301;531.823
0;302;541.094
0;303;637.792
0;304;726.365
0;305;975.876
0;306;516.784
0;307;323.634
0;308;795.391
0;309;271.561
0;310;439.532
0;311;79.378
0;312;26.325
0;313;962.686
0;315;696.278
0;316;409.544
0;317;174.121
0;318;157.281
0;319;250.993
0;320;549.677
0;321;714.881
0;322;660.537
0;323;280.654
0;324;954.910
0;325;738.159
0;326;554.800
0;327;612.109
0;328;420.180
0;329;248.483
0;330;356.617
0;331;758.088
0;332;15.379
0;333;116.957
0;334;46.957
0;335;41.688
0;336;855.605
0;337;703.954
0;338;474.700
0;339;98.736
0;340;492.124
0;342;174.029
0;343;434.418
0;344;399.106
0;345;616.234
0;346;635.459
0;347;46.259
0;348;375.238
0;349;626.234
0;350;503.633
0;351;856.633
0;352;659.035
0;353;163.771
0;354;71.498
0;355;642.777
0;356;27.485
0;357;586.190
0;358;940.290
0;359;575.899
0;360;388.782
0;361;643.645
0;362;458.795
0;363;546.071
0;364;941.523
0;365;386.717
0;366;961.229
0;367;905.445
0;368;196.595
0;369;70.292
0;370;101.677
0;371;19.204
0;373;683.324
0;374;72.117
0;375;319.657
0;376;845.030
0;377;24.249
0;378;814.654
0;379;282.573
0;380;119.047
0;381;697.040
0;382;629.314
0;383;877.595
0;384;735.336
0;385;803.677
0;386;282.753
0;387;178.262
0;388;750.864
0;389;807.028
0;390;990.515
0;391;413.205
0;392;372.646
0;393;776.637
0;394;341.463
0;395;930.827
0;396;858.554
0;397;429.565
0;398;751.120
0;399;754.788
0;400;104.021
0;401;902.650
