100
100
3500
0;0;3746.027
0;4;1561.030
0;5;1560.789
0;8;6011.549
0;9;7081.018
0;11;9699.129
0;12;8324.594
0;14;1819.068
0;16;3043.118
0;19;2913.000
0;20;6118.917
0;22;2922.154
0;26;1997.538
0;27;5142.830
0;29;465.458
0;37;977.623
0;38;6842.646
0;40;1221.260
0;47;5201.160
0;58;453.228
0;60;3887.384
0;61;2714.219
0;62;8287.546
0;64;2810.064
0;65;5427.418
0;69;9868.882
0;70;7722.675
0;71;1987.958
0;73;8154.799
0;78;3585.299
0;81;6233.358
0;84;3110.512
0;85;3252.508
0;92;7608.090
0;94;7709.901
0;98;255.166
0;99;1079.806
1;0;315.260
1;2;3144.245
1;4;9075.757
1;5;2493.673
1;6;4104.419
1;10;2898.225
1;11;1613.052
1;13;8081.396
1;14;6334.404
1;21;8961.017
1;29;5107.962
1;30;4174.693
1;35;3232.706
1;38;3636.932
1;46;6096.034
1;47;5027.288
1;48;515.736
1;49;2787.186
1;51;2396.379
1;52;1449.804
1;57;7616.435
1;60;3678.464
1;64;903.807
1;71;166.862
1;74;6452.083
1;76;6909.686
1;79;1376.072
1;81;1135.622
1;82;9247.011
1;83;8773.516
1;84;2580.158
1;91;8972.260
1;97;8971.205
2;9;1608.920
2;11;6919.260
2;19;8492.385
2;22;937.654
2;25;2440.652
2;28;8920.574
2;33;4925.684
2;41;9539.332
2;44;155.551
2;45;9283.257
2;48;9636.236
2;52;8511.516
2;54;1695.758
2;56;9361.612
2;66;6970.460
2;67;7025.138
2;68;3595.552
2;72;8670.856
2;75;5015.661
2;77;6499.989
2;81;3380.614
2;82;3756.454
2;84;5783.223
2;87;5426.904
2;89;5908.742
2;92;8226.183
2;96;7700.166
2;99;854.389
3;1;5314.015
3;2;5406.811
3;3;6374.662
3;4;7261.187
3;5;9758.545
3;6;5163.487
3;7;3230.242
3;9;2709.052
3;14;8359.965
3;18;1565.214
3;19;2503.179
3;25;7379.231
3;32;144.920
3;38;4742.264
3;39;979.244
3;43;4339.083
3;47;453.995
3;49;6258.973
3;56;266.087
3;57;5858.170
3;59;5755.166
3;62;4583.071
3;66;9611.944
3;70;1008.679
3;71;183.200
3;72;945.335
3;75;3190.437
3;76;8448.908
3;77;233.696
3;80;1182.530
3;86;2821.064
3;88;7506.397
3;93;7764.353
3;94;3408.695
3;95;9307.642
3;98;7508.960
4;0;1032.136
4;1;9025.627
4;2;5053.018
4;5;8955.337
4;13;5734.805
4;18;6725.512
4;22;912.970
4;25;5495.739
4;26;4415.863
4;29;1171.553
4;34;841.984
4;35;7009.990
4;36;728.557
4;39;814.406
4;40;849.292
4;42;3743.334
4;43;3707.051
4;45;9472.539
4;46;9860.025
4;48;3763.220
4;49;835.924
4;52;4242.796
4;54;1112.864
4;55;4926.758
4;58;563.976
4;61;6492.454
4;64;9621.763
4;68;2236.735
4;70;122.533
4;72;432.556
4;73;8911.540
4;77;5538.989
4;83;6275.953
4;93;1882.023
4;94;4637.520
4;98;9743.974
5;0;6981.919
5;7;8225.550
5;8;9498.049
5;10;6134.539
5;11;4183.012
5;15;264.643
5;17;8105.723
5;18;9872.774
5;21;3809.528
5;25;4687.463
5;27;2734.797
5;29;8647.359
5;32;9966.372
5;33;5554.762
5;35;9447.713
5;36;8496.624
5;39;1292.465
5;41;6062.140
5;42;2287.199
5;45;3582.269
5;48;5203.557
5;51;8521.963
5;56;1341.018
5;57;288.798
5;59;6203.475
5;60;7041.094
5;62;1364.578
5;65;5899.587
5;66;3923.048
5;68;9041.683
5;74;8623.775
5;78;4921.671
5;81;9800.346
5;83;3288.187
5;90;1389.133
5;91;6409.107
5;94;8967.987
5;96;6675.910
5;98;1923.698
6;0;1690.182
6;5;4608.327
6;8;5034.669
6;13;818.509
6;17;2769.500
6;19;7482.849
6;22;3705.351
6;25;3689.767
6;26;4625.885
6;29;2525.117
6;33;5321.603
6;41;3221.470
6;48;7891.923
6;53;7454.649
6;57;3631.460
6;59;5708.212
6;60;3561.611
6;62;6058.142
6;63;2373.031
6;66;2460.331
6;75;9823.804
6;76;1121.277
6;77;3979.158
6;78;9694.735
6;79;8655.206
6;82;1709.705
6;84;9293.831
6;86;5716.555
6;89;1871.250
6;91;4254.939
6;93;2424.855
7;0;5326.362
7;1;519.184
7;3;1345.012
7;4;634.686
7;9;6815.346
7;10;7602.518
7;12;4716.290
7;13;4118.997
7;16;8306.363
7;21;1813.149
7;23;7411.465
7;26;1398.584
7;29;1637.396
7;37;8166.178
7;40;4627.335
7;43;5027.701
7;50;1169.864
7;51;9398.381
7;53;3349.721
7;55;7940.458
7;57;5335.077
7;58;8939.032
7;62;2485.643
7;64;336.291
7;69;8212.752
7;70;1107.207
7;72;1275.759
7;74;7973.156
7;75;1500.024
7;82;2518.739
7;83;3457.614
7;85;9084.597
7;88;4620.596
7;91;5862.712
7;93;6114.931
7;94;182.084
7;96;9321.251
7;98;6966.812
8;0;7072.679
8;4;4241.883
8;5;7364.706
8;13;9208.498
8;14;8699.094
8;24;5374.419
8;27;3470.185
8;31;4524.943
8;33;1764.693
8;34;4984.179
8;39;6323.011
8;42;1781.182
8;44;1487.479
8;45;4146.827
8;47;9968.746
8;48;5022.448
8;50;671.698
8;55;1907.687
8;58;5648.846
8;61;4533.435
8;63;4408.187
8;65;5596.844
8;68;8617.994
8;69;9461.209
8;79;2220.500
8;83;1041.982
8;84;7999.361
8;85;1786.268
8;93;3972.438
8;95;2050.638
9;2;1815.173
9;3;5830.833
9;8;2594.975
9;14;5520.920
9;16;2945.363
9;22;8945.628
9;23;7998.753
9;25;225.671
9;26;2687.505
9;32;9844.037
9;33;5257.376
9;34;1717.621
9;37;9143.074
9;38;1178.393
9;41;5542.226
9;44;2065.006
9;47;9000.286
9;48;8739.027
9;49;5974.534
